buggy_43.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ADDRESS_HARDCODED
ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 186
column: 0
content: mapping(address=>uint)redeemableEther_re_ent32;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 231
column: 0
content: mapping(address=>uint)balances_re_ent38;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 261
column: 0
content: mapping(address=>uint)redeemableEther_re_ent4;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 304
column: 2
content: boolnot_called_re_ent41=true;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 314
column: 2
content: mapping(address=>uint)balances_re_ent31;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 329
column: 0
content: uint256counter_re_ent7=0;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 343
column: 0
content: addresspayablelastPlayer_re_ent23;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 344
column: 6
content: uintjackpot_re_ent23;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 358
column: 2
content: uint256counter_re_ent42=0;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 387
column: 0
content: uint256counter_re_ent14=0;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 399
column: 0
content: addresspayablelastPlayer_re_ent30;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 400
column: 6
content: uintjackpot_re_ent30;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 411
column: 0
content: mapping(address=>uint)balances_re_ent8;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 427
column: 2
content: boolnot_called_re_ent13=true;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 463
column: 0
content: mapping(address=>uint)redeemableEther_re_ent39;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 481
column: 0
content: mapping(address=>uint)balances_re_ent36;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 494
column: 0
content: uint256counter_re_ent35=0;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 510
column: 0
content: mapping(address=>uint)userBalance_re_ent40;

SOLIDITY_VISIBILITY :34
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_REVERT_REQUIRE :17
SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA :4
SOLIDITY_SEND :10
SOLIDITY_ADDRESS_HARDCODED :1
SOLIDITY_USING_INLINE_ASSEMBLY :1
SOLIDITY_UNCHECKED_CALL :9
SOLIDITY_CALL_WITHOUT_DATA :9
SOLIDITY_SHOULD_NOT_BE_PURE :1
